0,0.1200000000
1,0.9800000000
2,0.3400000000
5,0.0880526696
6,0.2500000000
8,0.6100000000
10,0.8000000000
12,0.0100000000
14,0.8200000000
15,0.5700000000
17,0.0000000000
18,0.6400000000
20,0.0600000000
21,0.2950000000
22,0.8700000000
27,0.5000000000
30,0.6133333333
31,0.9800000000
34,0.5700000000
35,0.6500000000
37,0.0000000000
38,0.8400000000
39,0.5500000000
40,0.4200000000
45,0.0000000000
46,0.1595396825
48,0.3800000000
49,0.8900000000
50,0.0400000000
51,0.0200000000
52,0.9900000000
54,0.1900000000
55,0.1133333333
60,0.3547619048
62,0.4750000000
64,0.1920634921
65,0.9000000000
66,0.9200000000
68,0.3000000000
71,0.1000000000
74,0.3786666667
75,0.0100000000
76,0.0000000000
77,0.0000000000
78,0.6900000000
79,0.5900000000
81,0.2850000000
85,0.4300000000
89,0.0000000000
90,0.1050000000
92,0.5150000000
96,0.2500000000
97,0.3700000000
100,0.6600000000
101,0.0000000000
102,0.2700000000
103,0.5900000000
104,0.2006666667
105,0.0195000000
107,0.0000000000
108,0.2261666667
109,0.8000000000
113,0.6200000000
116,0.0300000000
118,0.2600000000
122,0.4400000000
124,0.2200000000
127,0.0000000000
132,0.3000000000
133,0.9800000000
140,0.5800000000
141,0.8000000000
142,0.5300000000
144,0.1500000000
145,0.1900000000
150,0.0100000000
154,0.0000000000
155,0.3100000000
156,0.9100000000
157,0.0700000000
158,0.0800000000
159,0.0075000000
161,0.3500000000
162,0.1300000000
165,0.2300000000
167,0.1300000000
170,0.2200000000
171,0.1000000000
172,0.7500000000
173,0.0250000000
175,0.3300000000
178,0.1500000000
179,0.2300000000
181,0.2200000000
185,0.0816666667
187,0.3526746032
188,0.2200000000
190,0.9900000000
193,0.9100000000
194,0.5400000000
196,0.1162733933
198,1.0000000000
200,0.2650000000
202,0.2400000000
204,0.0100000000
205,0.8200000000
206,0.1900000000
208,0.9200000000
210,0.0100000000
211,0.8600000000
214,0.1669870962
215,1.0000000000
218,1.0000000000
220,0.0100000000
222,0.0500000000
223,0.0000000000
229,0.2000000000
230,1.0000000000
231,0.0900000000
233,0.0700000000
235,0.9000000000
236,0.0350000000
238,0.6500000000
239,0.5000000000
240,0.3700000000
241,0.9800000000
242,0.0500000000
243,0.0000000000
245,0.6250000000
247,0.8300000000
249,0.0100000000
250,0.0000000000
251,0.4100000000
252,0.1942857143
253,0.0600000000
255,0.5600000000
258,1.0000000000
261,0.0600000000
262,0.3700000000
263,0.1100000000
264,1.0000000000
266,0.0100000000
267,0.0700000000
268,0.9000000000
270,0.4295000000
271,0.1100000000
272,0.8800000000
278,0.1100000000
279,0.7900000000
283,0.0400000000
285,0.0700000000
293,0.3800000000
294,0.0000000000
298,0.4995000000
299,0.9100000000
301,0.1300000000
302,0.0500000000
303,0.9100000000
304,0.0000000000
306,1.0000000000
308,0.4600000000
309,0.9900000000
310,1.0000000000
311,0.9000000000
312,0.9100000000
313,0.0195000000
315,0.2200000000
316,0.8500000000
317,0.0000000000
318,0.8000000000
319,0.9900000000
320,0.0000000000
327,0.9500000000
331,0.3829444444
333,0.1600000000
334,0.9900000000
337,0.9900000000
338,0.0900000000
342,0.0300000000
344,0.1250000000
345,0.3500000000
346,0.3000000000
350,0.0000000000
351,0.1133333333
352,0.7108333333
354,0.0247619048
356,0.9900000000
358,0.9900000000
361,0.4400000000
362,0.3500000000
363,0.0400000000
364,0.1595396825
366,0.9700000000
367,0.8733333333
372,0.0400000000
374,0.2300000000
375,1.0000000000
378,0.0847619048
379,0.0100000000
380,0.9800000000
382,0.4846666667
384,0.0000000000
386,0.1500000000
389,0.7800000000
390,0.5800000000
391,0.0200000000
392,0.1330000000
395,0.0200000000
397,0.0225000000
399,0.8300000000
401,0.1000000000
402,0.5900000000
403,0.0700000000
406,0.1200000000
408,0.0000000000
409,0.2000000000
412,0.9700000000
413,0.0000000000
416,0.9700000000
418,0.1500000000
420,0.1220000000
422,0.1300000000
424,0.0900000000
425,0.0000000000
428,0.1162733933
432,0.4600000000
434,0.5916666667
436,0.2600000000
439,0.3100000000
440,0.6900000000
441,0.0000000000
443,0.8100000000
447,0.7477777778
451,0.0200000000
452,0.7100000000
453,0.6700000000
456,0.2492857143
457,0.9900000000
458,0.3200000000
460,0.2557301587
462,0.0783333333
465,0.0933333333
467,0.3129523810
471,0.1583333333
474,0.5600000000
475,0.1016666667
476,0.0400000000
477,0.1600000000
479,0.8300000000
481,0.0000000000
482,0.0400000000
483,0.4200000000
484,0.5700000000
485,0.2000000000
487,0.1600000000
489,0.6400000000
491,0.0000000000
492,0.6450000000
493,0.2600000000
494,0.0000000000
495,0.2828333333
496,0.9700000000
500,0.0000000000
501,0.9820000000
503,0.7100000000
505,0.5700000000
506,0.9900000000
511,0.0000000000
513,0.9600000000
516,0.9400000000
518,0.9600000000
519,0.3456666667
520,1.0000000000
521,0.0000000000
522,0.0247619048
523,0.9600000000
524,0.3860952381
526,0.3200000000
527,0.2750000000
529,0.1300000000
530,0.8300000000
531,0.3860952381
532,0.6858333333
533,0.6700000000
535,0.9600000000
538,0.0100000000
542,0.0100000000
545,0.0975000000
549,0.5400000000
553,0.0247619048
557,0.1900000000
558,0.9900000000
561,0.2161666667
563,0.0000000000
564,0.4400000000
566,0.0200000000
